matchPeriod,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls_received,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_penalty,Yellow_card,Red_card,PlayerType,gender
2H,5,4,1,0,0,0,0,0,0,1,0,1,5,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,MidfielderSubstitute,1
1H,25,24,1,0,0,0,6,5,1,2,2,0,3,0,1,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,Defender,1
2H,19,13,6,1,0,1,3,2,1,2,1,1,7,1,5,7,3,3,2,1,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,12,11,1,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,10,6,4,0,0,0,1,0,1,1,0,1,9,2,5,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,Midfielder,1
1H,8,8,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,22,16,6,0,0,0,8,2,6,1,1,0,9,4,3,7,1,2,1,1,4,0,0,0,0,0,0,0,0,0,Defender,1
1H,19,16,3,1,0,1,1,0,1,2,1,1,7,1,2,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,Defender,1
1H,14,11,3,1,0,1,1,1,0,3,1,2,8,6,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,30,28,2,0,0,0,0,0,0,11,6,5,6,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,6,4,2,1,0,1,0,0,0,5,0,5,11,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,3,2,1,0,0,0,0,0,0,1,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,5,4,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,Forward,1
1H,14,8,6,1,0,1,6,4,2,2,2,0,11,1,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,34,31,3,0,0,0,1,1,0,0,0,0,8,1,5,5,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,21,19,2,1,1,0,0,0,0,0,0,0,9,4,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Defender,1
1H,25,20,5,4,1,3,2,1,1,1,0,1,7,5,2,9,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,32,27,5,3,1,2,1,0,1,0,0,0,8,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Midfielder,1
2H,27,27,0,0,0,0,0,0,0,1,1,0,2,0,2,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,Defender,1
1H,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,17,14,3,0,0,0,0,0,0,1,1,0,7,3,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,Midfielder,1
2H,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,13,0,0,0,0,1,4,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,43,39,4,0,0,0,2,0,2,3,3,0,5,2,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,Defender,1
2H,12,9,3,0,0,0,3,2,1,0,0,0,7,3,3,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Defender,1
2H,18,15,3,1,1,0,1,0,1,1,1,0,7,4,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Forward,1
2H,21,17,4,0,0,0,1,0,1,0,0,0,5,2,1,0,0,0,0,0,3,0,3,1,0,1,0,0,0,0,Defender,1
2H,39,38,1,0,0,0,2,2,0,0,0,0,3,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,8,4,4,2,1,1,1,1,0,1,0,1,4,3,1,2,1,0,0,0,1,0,0,1,1,0,1,0,0,0,Midfielder,1
1H,28,25,3,0,0,0,2,0,2,0,0,0,2,1,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,14,10,4,0,0,0,5,3,2,1,0,1,7,1,1,5,0,0,0,0,7,0,4,0,0,0,0,0,0,0,Defender,1
1H,25,21,4,0,0,0,3,2,1,0,0,0,8,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,16,15,1,1,1,0,1,0,1,1,1,0,3,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,4,1,3,0,0,0,1,0,1,4,4,0,4,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Midfielder,1
2H,7,4,3,1,0,1,0,0,0,1,1,0,2,1,0,1,0,1,1,0,1,0,0,2,1,1,0,0,0,0,Forward,1
1H,40,37,3,0,0,0,4,3,1,1,1,0,6,3,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,Midfielder,1
1H,9,6,3,0,0,0,0,0,0,4,3,1,7,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Forward,1
1H,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,5,5,0,0,0,0,0,0,0,2,1,1,10,1,8,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,16,11,5,0,0,0,2,2,0,0,0,0,7,3,3,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,25,21,4,2,1,1,2,2,0,0,0,0,8,6,1,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,Midfielder,1
E2,8,8,0,0,0,0,2,2,0,1,0,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
2H,2,2,0,0,0,0,0,0,0,2,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,11,7,4,0,0,0,1,1,0,3,2,1,13,5,4,0,1,0,0,0,4,0,1,1,1,0,0,0,0,0,Forward,1
2H,1,0,1,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
E1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,29,28,1,1,1,0,2,1,1,1,0,1,8,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,22,17,5,0,0,0,2,0,2,1,0,1,7,1,2,1,1,1,1,0,5,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,19,18,1,2,1,1,1,1,0,0,0,0,8,4,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Forward,1
2H,11,8,3,1,1,0,2,0,2,1,0,1,8,4,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,21,18,3,0,0,0,1,1,0,0,0,0,8,4,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,Midfielder,1
2H,28,26,2,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
E2,2,2,0,0,0,0,0,0,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,2,1,1,1,0,1,1,1,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
2H,21,20,1,2,1,1,0,0,0,1,1,0,5,1,2,4,0,0,0,0,3,0,1,1,0,1,0,0,0,0,Defender,1
2H,44,44,0,0,0,0,0,0,0,3,2,1,6,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Defender,1
2H,13,7,6,1,0,1,0,0,0,1,1,0,5,3,0,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,43,41,2,0,0,0,5,5,0,0,0,0,4,3,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,Defender,1
1H,15,13,2,3,2,1,0,0,0,0,0,0,5,3,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,17,10,7,0,0,0,0,0,0,12,11,1,11,1,8,0,1,0,0,0,1,0,1,2,2,0,1,0,1,0,Forward,1
2H,24,21,3,0,0,0,2,2,0,4,3,1,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,10,7,3,1,0,1,2,1,1,3,1,2,6,5,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Forward,1
1H,24,20,4,2,2,0,1,0,1,0,0,0,13,9,3,7,1,5,4,1,0,0,0,1,1,0,0,0,0,0,Midfielder,1
1H,28,26,2,0,0,0,4,2,2,10,6,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,29,26,3,0,0,0,2,2,0,1,0,1,14,3,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,17,13,4,0,0,0,0,0,0,6,3,3,21,7,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DefenderSubstitute,1
2H,17,14,3,0,0,0,3,2,1,3,1,2,6,2,3,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,Defender,1
2H,9,8,1,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,26,22,4,0,0,0,0,0,0,6,4,2,6,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Defender,1
2H,20,17,3,0,0,0,2,1,1,4,3,1,2,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,Defender,1
E1,4,4,0,0,0,0,1,1,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
E1,3,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
1H,4,4,0,0,0,0,1,1,0,1,1,0,16,3,10,1,0,1,0,1,2,0,0,2,2,0,0,0,0,0,Midfielder,1
2H,5,4,1,1,0,1,0,0,0,3,1,2,7,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,1,1,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ForwardSubstitute,1
1H,13,9,4,0,0,0,1,1,0,5,2,3,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,38,36,2,1,0,1,1,1,0,1,0,1,2,0,1,3,1,2,0,2,4,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,9,6,3,0,0,0,1,1,0,4,1,3,15,7,5,1,1,0,0,0,1,0,2,2,2,0,0,0,0,0,Forward,1
2H,31,31,0,0,0,0,0,0,0,2,1,1,7,4,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
2H,9,4,5,2,0,2,0,0,0,0,0,0,6,3,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
1H,9,5,4,2,1,1,0,0,0,4,2,2,5,3,2,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,Forward,1
E1,9,8,1,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,37,32,5,1,0,1,3,2,1,2,1,1,9,4,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,24,17,7,2,0,2,4,2,2,2,1,1,12,6,3,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,Midfielder,1
2H,21,19,2,1,0,1,0,0,0,0,0,0,14,8,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,13,9,4,2,1,1,1,1,0,1,1,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,7,3,4,1,0,1,2,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,18,14,4,1,0,1,1,0,1,1,1,0,3,1,1,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,Midfielder,1
1H,23,22,1,0,0,0,2,1,1,1,1,0,6,3,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,10,5,5,0,0,0,0,0,0,0,0,0,7,1,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,4,4,0,0,0,0,0,0,0,1,1,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,17,11,6,1,1,0,4,3,1,0,0,0,8,2,6,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,DefenderSubstitute,1
1H,23,20,3,5,4,1,1,0,1,2,2,0,9,5,2,2,0,0,0,0,3,0,2,1,1,0,0,0,0,0,Midfielder,1
2H,10,9,1,1,0,1,1,1,0,2,1,1,8,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,MidfielderSubstitute,1
2H,26,22,4,3,1,2,1,0,1,0,0,0,10,4,3,7,0,5,4,1,1,0,0,2,0,2,0,0,0,0,ForwardSubstitute,1
1H,53,46,7,3,0,3,4,1,3,0,0,0,4,1,2,5,0,1,1,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,44,41,3,1,0,1,1,0,1,0,0,0,10,7,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,3,3,0,0,0,0,0,0,0,4,2,2,8,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
1H,7,3,4,1,0,1,0,0,0,3,2,1,12,6,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,Forward,1
1H,8,4,4,1,0,1,0,0,0,1,0,1,6,4,1,4,0,3,1,2,5,0,2,0,0,0,0,0,0,0,Midfielder,1
2H,18,14,4,2,2,0,2,2,0,1,0,1,3,2,1,3,1,0,0,0,4,0,3,1,0,1,0,0,1,0,Defender,1
1H,19,14,5,2,1,1,2,0,2,1,0,1,9,3,3,2,0,2,2,0,4,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,31,28,3,0,0,0,1,0,1,3,1,2,2,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,Defender,1
1H,11,9,2,0,0,0,1,1,0,5,4,1,2,1,1,0,1,0,0,0,6,0,4,0,0,0,0,0,1,0,Defender,1
1H,28,25,3,3,2,1,4,3,1,5,3,2,7,3,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
1H,2,0,2,1,0,1,0,0,0,1,0,1,5,0,4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,Forward,1
2H,15,14,1,0,0,0,1,1,0,4,3,1,9,5,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,1,0,1,1,0,1,0,0,0,0,0,0,6,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
1H,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,15,10,5,1,0,1,0,0,0,0,0,0,7,4,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Forward,1
2H,30,25,5,3,0,3,1,0,1,2,2,0,5,1,2,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,Midfielder,1
2H,27,26,1,0,0,0,2,2,0,0,0,0,4,1,3,1,0,0,0,0,3,0,1,2,2,0,1,0,0,0,Midfielder,1
1H,21,18,3,1,1,0,1,0,1,0,0,0,6,3,1,3,1,1,0,1,1,0,2,1,0,1,0,0,0,0,Midfielder,1
1H,19,15,4,0,0,0,0,0,0,4,1,3,9,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,12,11,1,0,0,0,1,1,0,3,2,1,7,3,2,2,2,0,0,0,1,0,0,4,1,3,1,0,1,0,Forward,1
2H,28,24,4,0,0,0,3,1,2,1,1,0,3,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
1H,21,15,6,5,2,3,2,2,0,1,1,0,6,1,5,3,1,0,0,0,5,0,3,0,0,0,0,0,0,0,Defender,1
2H,14,11,3,0,0,0,0,0,0,7,3,4,13,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,14,13,1,0,0,0,0,0,0,5,3,2,6,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Defender,1
E1,8,7,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,26,23,3,0,0,0,1,0,1,0,0,0,4,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,16,13,3,1,0,1,0,0,0,2,2,0,9,5,4,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,16,13,3,0,0,0,2,2,0,4,3,1,9,2,5,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,Defender,1
1H,37,36,1,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,19,17,2,1,1,0,1,1,0,1,1,0,9,7,1,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,Forward,1
2H,30,23,7,4,0,4,3,1,2,0,0,0,3,0,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Defender,1
2H,23,21,2,0,0,0,0,0,0,3,2,1,5,1,3,2,2,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
1H,11,8,3,0,0,0,0,0,0,1,0,1,10,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,1,1,0,0,0,0,0,0,0,3,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
E2,2,2,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
2H,19,17,2,1,0,1,2,2,0,1,0,1,5,3,2,5,1,2,2,0,1,0,0,0,0,0,0,0,1,0,Defender,1
E2,5,3,2,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,9,9,0,0,0,0,0,0,0,4,4,0,4,1,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
E2,11,10,1,1,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,MidfielderSubstitute,1
2H,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,32,30,2,0,0,0,3,2,1,1,0,1,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,30,25,5,2,1,1,2,1,1,3,3,0,4,1,2,5,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,10,9,1,0,0,0,1,1,0,1,0,1,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,32,29,3,2,0,2,0,0,0,2,1,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,16,14,2,0,0,0,1,1,0,2,1,1,6,3,1,1,0,0,0,0,5,0,7,0,0,0,0,0,0,0,Defender,1
1H,22,19,3,0,0,0,2,0,2,3,3,0,4,4,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,Defender,1
1H,27,24,3,1,0,1,4,4,0,0,0,0,7,3,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,11,10,1,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,Defender,1
E2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,25,21,4,1,0,1,0,0,0,2,2,0,11,6,1,4,0,3,3,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,23,20,3,0,0,0,6,4,2,4,1,3,6,1,5,3,1,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
1H,29,28,1,1,1,0,2,2,0,2,0,2,6,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,14,11,3,0,0,0,0,0,0,1,1,0,10,5,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
1H,38,31,7,0,0,0,2,0,2,2,0,2,5,2,3,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
1H,14,12,2,0,0,0,0,0,0,3,2,1,5,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,24,21,3,0,0,0,1,0,1,1,1,0,9,1,6,0,1,0,0,0,4,0,0,2,0,2,0,0,0,0,Midfielder,1
2H,7,6,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,1
1H,31,27,4,0,0,0,7,3,4,0,0,0,1,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
1H,9,5,4,3,1,2,0,0,0,0,0,0,11,3,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,20,14,6,3,1,2,1,0,1,1,1,0,7,4,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,4,4,0,0,0,0,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ForwardSubstitute,1
E2,2,1,1,1,0,1,0,0,0,2,0,2,2,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
1H,5,5,0,0,0,0,0,0,0,3,1,2,13,6,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,Forward,1
2H,25,20,5,2,0,2,1,0,1,2,0,2,9,4,3,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,Defender,1
2H,2,1,1,0,0,0,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
E1,7,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,11,10,1,1,0,1,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,MidfielderSubstitute,1
2H,4,3,1,1,0,1,0,0,0,1,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,28,27,1,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,4,4,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,MidfielderSubstitute,1
E2,4,2,2,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,9,8,1,1,1,0,0,0,0,3,3,0,4,1,2,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,Forward,1
1H,20,15,5,0,0,0,2,0,2,0,0,0,10,4,5,0,2,0,0,0,3,0,3,0,0,0,0,0,1,0,Midfielder,1
1H,14,11,3,1,1,0,0,0,0,2,1,1,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,1
1H,21,18,3,1,1,0,1,1,0,0,0,0,12,4,3,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,Forward,1
1H,16,12,4,2,1,1,2,1,1,4,2,2,8,2,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,Midfielder,1
2H,18,15,3,1,1,0,2,1,1,1,0,1,10,4,3,3,1,0,0,0,1,0,0,2,1,1,1,0,0,0,Midfielder,1
2H,10,8,2,0,0,0,0,0,0,2,1,1,12,3,8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,MidfielderSubstitute,1
2H,10,6,4,2,2,0,3,1,2,2,1,1,3,1,2,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,27,24,3,0,0,0,2,2,0,2,2,0,13,6,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,1
1H,9,7,2,0,0,0,1,0,1,1,1,0,10,1,7,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,Midfielder,1
1H,8,7,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,6,5,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,1
1H,22,20,2,0,0,0,0,0,0,2,0,2,5,0,4,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,24,19,5,4,1,3,0,0,0,0,0,0,9,7,1,2,0,1,0,1,2,0,0,3,0,3,0,0,0,0,Midfielder,1
2H,24,19,5,1,0,1,0,0,0,0,0,0,4,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,31,28,3,3,1,2,0,0,0,1,0,1,8,4,4,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,10,8,2,3,1,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,36,29,7,6,2,4,2,1,1,0,0,0,19,14,3,1,1,0,0,0,2,0,0,3,0,3,0,0,0,0,Midfielder,1
2H,70,68,2,1,0,1,4,4,0,1,1,0,6,4,1,4,0,3,1,2,0,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,35,33,2,1,0,1,2,2,0,0,0,0,9,4,1,2,2,0,0,0,4,0,3,0,0,0,0,0,1,0,Defender,1
1H,15,14,1,0,0,0,0,0,0,1,1,0,17,4,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,18,17,1,0,0,0,1,1,0,4,2,2,20,5,8,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,Forward,1
2H,21,16,5,4,0,4,0,0,0,2,2,0,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
2H,9,6,3,1,0,1,0,0,0,1,0,1,12,5,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,ForwardSubstitute,1
